"dv","predictor","bf10","bf01"
"mean_F3_6","height",0.264491642038365,3.7808378075514
"mean_F3_6","Grip_MAX_both",0.257181455486377,3.8883052361175
"mean_F3_6","BMI",0.25731728261957,3.88625276087051
"mean_F3_6","WHR",0.264730946261612,3.77742010944115
"mean_F4_6","height",0.52987980853135,1.88722042980212
"mean_F4_6","Grip_MAX_both",0.296719363911452,3.37018786646639
"mean_F4_6","BMI",0.723370497880118,1.38241745126538
"mean_F4_6","WHR",0.36372707309791,2.74931418077536
